Image,Labels
00000270_img_front.jpg,"The scene is a black and white photo of an empty city street at night. There are two traffic lights visible, one on the left side and the other on the right side of the street. A car is parked on the left side of the"
00000190_img_front.jpg,"The image captures a first-person view of a car driving down a highway. The car is positioned in the center of the scene, and the road appears to be empty. In the background, there are mountains visible, creating a picturesque"
00000340_img_front_2.jpg,"The scene depicts a snow-covered street with multiple cars driving down it. There are at least five cars visible in the image, with some closer to the viewer and others further away. A fire hydrant can be seen on the"
00000220_img_front.jpg,"In the image, a person is riding a motorcycle down a busy city street. The street is filled with traffic, including cars and pedestrians. There are multiple traffic lights positioned along the street to control the flow of traffic."
00000060_img_front.jpg,"The scene is a computer-generated image of a city street. There are two cars on the road, one in the foreground and the other in the background. A truck is also visible on the left side of the street. Multiple traffic lights"
00000340_img_front.jpg,"The scene depicts a rainy city street at night. A motorcycle is riding down the wet road, while a car is parked on the side of the street. There are multiple traffic lights along the street, ensuring proper traffic"
00000380_img_front.jpg,"The image is a first-person perspective of a car driving down a rain-soaked city street. The street is lined with tall buildings, and there are multiple traffic lights along the way. Cars are parked on the side of the"
00000060_img_front_2.jpg,"The scene is set in a city at night, with a car driving under a bridge. The car is positioned on the left side of the image, and the bridge spans the entire width of the scene. There are multiple traffic lights in the"
00000070_img_front.jpg,"The image is a first-person perspective of a car driving down an empty street. The street is lined with trees on both sides, creating a serene atmosphere. There are no other vehicles or pedestrians visible in the scene. The"
00000480_img_front.jpg,"In the scene, there is a red and yellow fire truck parked on the side of the road. A person is standing nearby, possibly observing the fire truck or waiting to cross the street. Additionally, there is a jeep park"
00000360_img_front.jpg,"The image depicts a foggy city street with multiple cars and a motorcycle. A person is riding the motorcycle in the middle of the street, while other vehicles, including cars and a bus, are scattered throughout the scene. The"
00000410_img_front.jpg,"The scene is a nighttime city street with a car driving down the road. There are two motorcycles parked on the side of the road, one closer to the front of the car and the other further back. A traffic light is visible"
00000500_img_front.jpg,"The image is a first-person perspective of a car driving on a highway. There are multiple vehicles on the road, including cars and trucks. Some of the cars are positioned in front of the first-person car, while others are"
00000430_img_front.jpg,"The scene is a computer-generated image of a city street at night. A woman is standing on the sidewalk, waiting to cross the street at a crosswalk. There are multiple traffic lights in the area, ensuring the safety of pedest"
00000100_img_front.jpg,"The scene depicts a red and yellow fire truck driving down a street. The fire truck is positioned in the middle of the street, and there is a person standing on the sidewalk near the truck. The street appears to"
00000160_img_front.jpg,"The image is a first-person perspective of a car driving down a dark highway at night. The road is surrounded by trees, creating a serene atmosphere. The car's headlights are on, illuminating the road ahead. The"
00000170_img_front.jpg,"In the image, a car is traveling down a tree-lined road on a foggy day. The road appears to be empty, with no other vehicles or pedestrians visible. The trees on both sides of the road create a ser"
00000260_img_front.jpg,"The image depicts a city street at night with a car driving down the road. There are multiple traffic lights in the scene, with one on the left side, one in the middle, and another on the right side of the street. A"
00000320_img_front.jpg,"The image depicts a nighttime city street with a car driving down the road. There are multiple cars on the street, including one in front of the main car and another behind it. A truck can also be seen further down the road"
00000020_img_front.png,"The image is a first-person perspective of a car driving down a street on a rainy day. There are several people walking on the sidewalk, with some of them carrying umbrellas to shield themselves from the rain. The street is"
