Image,Labels
00000270_img_front.jpg,"The scene is set at night, with a car driving down an empty street. There are multiple traffic lights along the street, with one on the left side, one in the middle, and another on the right side. The street appears to be deserted, with no other vehicles or pedestrians visible. The car's headlights are on, illuminating the road ahead."
00000190_img_front.jpg,"The image is a first-person perspective of a car driving on a highway. The car is positioned in the center of the scene, and the road appears to be empty. There are no other vehicles or pedestrians visible in the image. The sky above the highway is clear and blue, creating a serene atmosphere for the car's journey."
00000340_img_front_2.jpg,"The scene depicts a snow-covered city street with multiple cars driving down the road. There are at least five cars visible in the image, with some closer to the viewer and others further away. A fire hydrant can be seen on the sidewalk, and a stop sign is also present in the scene. The overall atmosphere of the image is that of a winter day in an urban setting."
00000220_img_front.jpg,"In the image, a person is riding a motorcycle on a city street. There are multiple traffic lights in the scene, with one on the left side, one in the middle, and another on the right side of the street. Additionally, there are several cars and pedestrians scattered throughout the scene. Some cars are parked on the side of the street, while others are in motion. Pedestrians can be seen walking along the sidewalk or crossing the street. The overall atmosphere of the scene is busy and bustling with activity."
00000060_img_front.jpg,"In the scene, there are two cars driving down a street. One car is in the foreground, while the other car is further down the road. There are also two trucks in the scene, one behind the first car and the other behind the second car. Additionally, there are three pedestrians walking along the sidewalk, with one closer to the first car and the other two closer to the second car. The street appears to be a mix of vehicles and pedestrians, creating a lively atmosphere."
00000340_img_front.jpg,"The scene is set at night on a rainy city street. A motorcycle is riding down the wet road, and a car is following closely behind. There are multiple traffic lights along the street, with one on the left side, one in the middle, and another on the right side. A person can be seen standing on the left side of the street, possibly waiting to cross the road. The overall atmosphere of the image is dark and moody, reflecting the nighttime and rainy conditions."
00000380_img_front.jpg,"The image is a first-person perspective of a car driving down a rain-soaked city street. The street is lined with tall buildings, and there are multiple traffic lights along the way. Cars are parked on the side of the street, and a bus can be seen further down the road. The scene captures the atmosphere of a rainy day in a bustling urban environment."
00000060_img_front_2.jpg,"The scene is a nighttime city street with a car driving under a bridge. The car is positioned on the left side of the image, and the bridge spans the entire width of the scene. There are multiple traffic lights visible along the street, with one on the left side, another in the middle, and the third on the right side. Additionally, there is a truck parked on the right side of the street."
00000070_img_front.jpg,"The image is a first-person perspective of a car driving down a street. The street is lined with trees on both sides, creating a serene atmosphere. There are a few cars on the road, including one in front of the car and another behind it. Additionally, there are a couple of traffic lights along the street, ensuring the smooth flow of traffic."
00000480_img_front.jpg,"In the scene, there is a red fire truck parked on the side of a road. A person is standing nearby, possibly observing the fire truck or waiting to cross the street. Additionally, there is a jeep parked further away from the fire truck, and a windmill can be seen in the background. The overall setting appears to be a rural or suburban area."
00000360_img_front.jpg,"The scene depicts a foggy city street with multiple vehicles, including cars and a bus. A person is riding a motorcycle in the midst of the traffic. There are also a few pedestrians walking along the sidewalk. The overall atmosphere of the image is gloomy due to the foggy weather conditions."
00000410_img_front.jpg,"The scene is set at night, with a car driving down an empty street. There are two motorcycles parked on the side of the road, one closer to the foreground and the other further back. A traffic light is visible on the right side of the street, and a truck can be seen in the distance. The overall atmosphere is calm and quiet, with no other vehicles or pedestrians visible in the image."
00000500_img_front.jpg,"The image is a first-person perspective of a car driving on a highway. There are multiple vehicles on the road, including cars and trucks. Some cars can be seen in the distance, while others are closer to the viewer's car. The highway is surrounded by trees, creating a scenic environment for the drivers. The sun is setting, casting a warm glow on the scene."
00000430_img_front.jpg,"The scene is a computer-generated image of a city street at night. A woman is standing on the sidewalk, waiting to cross the street. There are multiple traffic lights in the area, with one close to the woman and others further down the street. A car is parked on the side of the road, and another car is visible in the distance. The overall atmosphere of the image is that of a quiet, urban nighttime setting."
00000100_img_front.jpg,"In the image, a red and yellow fire truck is driving down a street. The fire truck is positioned in the middle of the scene, and it appears to be the main focus of the image. The street is lined with trees on both sides, creating a serene atmosphere. Additionally, there is a person visible on the right side of the scene, possibly observing the fire truck as it passes by."
00000160_img_front.jpg,"The image is a first-person perspective of a car driving on a highway at night. The road is empty, and there are no other vehicles or pedestrians visible in the scene. The car's headlights are on, illuminating the road ahead. Trees can be seen in the background, adding to the nighttime ambiance of the scene."
00000170_img_front.jpg,"The image depicts a tree-lined road on a foggy day. The road is empty, with no cars or pedestrians visible. The trees on both sides of the road create a serene atmosphere. There is also a stop sign on the right side of the road, indicating a potential intersection. Overall, the scene conveys a sense of tranquility and solitude."
00000260_img_front.jpg,"The scene is set in a city at night, with a car driving down an empty street. There are multiple traffic lights along the street, with one on the left side, one in the middle, and another on the right side. The street appears to be deserted, with no other vehicles or pedestrians visible in the image."
00000320_img_front.jpg,"The image depicts a nighttime city street with multiple cars driving down the road. There are at least six cars visible in the scene, with some closer to the viewer and others further away. The street is illuminated by streetlights, providing visibility for the drivers. The first-person perspective adds a sense of immersion to the scene, making the viewer feel like they are in the driver's seat of one of the cars."
00000020_img_front.png,"The image is a first-person perspective of a car driving down a foggy street. There are several people walking on the sidewalk, with some closer to the car and others further away. A bench can be seen on the sidewalk as well. The overall atmosphere of the scene is gloomy and mysterious, with the fog adding to the ambiance."
